cell_id,label,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,EVI_mean,EVI_std,EVI_min,EVI_max,SAVI_mean,SAVI_std,SAVI_min,SAVI_max,GNDVI_mean,GNDVI_std,GNDVI_min,GNDVI_max,CIgreen_mean,CIgreen_std,CIgreen_min,CIgreen_max,MCARI_mean,MCARI_std,MCARI_min,MCARI_max,NDWI_mean,NDWI_std,NDWI_min,NDWI_max,MSI_mean,MSI_std,MSI_min,MSI_max,ARI_mean,ARI_std,ARI_min,ARI_max,SIPI_mean,SIPI_std,SIPI_min,SIPI_max,NDBI_mean,NDBI_std,NDBI_min,NDBI_max,temperature,humidity,pressure,windSpeed,precipitation
cell_1_108,0,4.09977434503631,6.761304121976338,0.0,20.841603046806107,-47.45847936611758,448.35302261156926,-20427.50255343782,13647.915529340373,6.148945091229325,10.140685255834018,0.0,31.257433604306748,6.034369769682144,7.183679078733618,0.0,20.679090328275713,0.00954832484059972,0.052617111535548475,-0.2655153806623002,0.40559999943776015,12996.4369240682,27201.31258582405,-13688.656828377405,65498.83416725058,7.377287828349029,7.221399262988898,0.0,20.79809523149267,1.0024562415727891,0.041600024314388154,0.7376736582027585,1.5579048526872155,1.7482201008144045e-06,1.374960315213987e-05,-0.00010139875462335945,0.0001401942613663698,10351297052.921331,23855732320.71965,0.0,65535000000.0,6.634846973933982,7.274603412929832,0.0,20.815756028965772,28,50,1005,2,0
cell_1_109,2,6.156306226836701,6.186139346935356,0.0,19.26219870098113,22096.015689381493,1025899.0788337968,-81912.54095627047,60000000.0,9.233585988508551,9.278215759067827,0.0,28.889052159033344,6.227304306389169,6.179756541935192,0.0,19.314765688383506,-0.007049555090296149,0.0571164979164515,-0.46620521183505603,0.3078412384763596,27274.603069045745,27356.7138537868,-13742.729929672192,65499.151846867586,5.243662253075265,6.225745193208119,0.0,19.341895477017452,0.9979604296257388,0.02994299609100512,0.7327999998045867,1.298792116561096,-5.971227476721837e-07,8.900318615163186e-06,-8.142361649258762e-05,5.133843854216141e-05,559188946.0504435,6022856162.444989,0.0,65534000000.0,4.2411477180899935,6.1375293089463865,0.0,19.079790326418234,28,50,1005,2,0
cell_1_11,0,5.484217722814123,7.895030104801573,0.0,22.496052172160642,-60.37675816154497,117.4766922178337,-3061.5888422726885,2681.721267512766,8.22526849316217,11.840974758519,0.0,33.73828727175621,9.270992898314768,9.11186382945178,0.0,25.158218116298688,-0.0017918686901141213,0.0180784804059895,-0.22348816861372123,0.1317733983178735,14555.00722244852,29150.04984298471,-13568.936402524823,65497.60355671106,7.520675353815058,8.952005035724532,0.0,25.163594460382644,1.0004775706282225,0.013319534811441821,0.9232492992026614,1.1009389664900593,-8.1764535116017e-07,7.63998926951646e-06,-8.425394497266556e-05,3.8680941792959295e-05,12625670570.986084,25839840718.418575,0.0,65535000000.0,8.218057929557604,9.066758624575934,0.0,25.118819461433954,28,50,1005,2,0
cell_1_110,2,2.9156956187695293,4.549462546787839,0.0,19.709987960376058,26820859.949421413,2093917919.9877968,-12598.462507574039,163500000000.0,4.373208380452556,6.823553400619075,0.0,29.560535409968253,4.338690879182496,4.822618469713011,0.0,19.850909084893665,0.00033435620141148234,0.0684410779042268,-0.27362204742282925,0.3309278347085238,15259.509192028067,27888.79769316287,-13835.226887526791,65478.451879368025,4.063713949150335,4.968430235031968,0.0,19.95795246192628,0.9987388744556122,0.05198876764950159,0.769173119967731,1.353846153437754,-2.1382821113415415e-08,1.2770896418791584e-05,-7.551029936876045e-05,6.887925065370633e-05,12089337727.359747,25333311296.708397,0.0,65535000000.0,4.456795165832915,4.877344010690357,0.0,19.8467595336624,28,50,1005,2,0
cell_1_111,0,4.358619020185878,6.6523813425097815,0.0,21.684315015987984,-28.593064691033337,621.7975664827616,-20472.50255906282,27281.66211972298,6.537203674361422,9.97733269599358,0.0,32.52109180065473,6.44179488600106,7.049488686931724,0.0,21.714380377165547,-0.0024147904710385636,0.07374543868150119,-0.382524271994533,0.4178168126041981,15087.704125332602,28343.746502474234,-13876.357068434781,65497.811345208705,6.156683661659796,7.20033267326713,0.0,21.71371768664224,0.9998677119551973,0.053375800843280585,0.760221962394795,1.3200934574298702,-9.374571251592573e-07,1.7334693875969852e-05,-0.00010436137005528497,0.00011256977111110533,11754788106.240927,25071501175.71471,0.0,65535000000.0,6.449141488109518,7.093043257695284,0.0,21.755644083082455,28,50,1005,2,0
cell_1_112,0,3.318284424700641,5.069582282632174,0.0,20.116364746663688,-37.398419198171126,801.503864338674,-54610.0182033394,23368.568090204557,4.977005606916416,7.603626766755078,0.0,30.169915570170403,5.1531316699564265,5.610509167562686,0.0,20.148831482119057,-0.0009692666706835846,0.06554560846706807,-0.2549544726151701,0.3738384555490213,15263.905711372296,28005.044838238733,-13641.846411056833,65495.32037601769,4.749145934172978,5.558889562460433,0.0,20.067401954636214,0.9990214636704332,0.0497118915812309,0.7527079970609107,1.3306162369316543,-6.297650041566257e-07,1.4135564052026226e-05,-7.827413910249984e-05,8.51809103557029e-05,11926798273.637524,25218041647.94127,0.0,65535000000.0,5.24061726488442,5.635973773434216,0.0,20.28668730022084,28,50,1005,2,0
cell_1_113,0,0.1612393143870703,1.1072709360992747,0.0,12.383742908812145,0.6902371958985505,71.24754397848463,-2558.9844149841315,2374.057936607856,0.2418445832057069,1.6608039454570265,0.0,18.57385880000494,0.16309392430844222,1.1285754389798635,0.0,13.13568847588605,-0.3203715890295137,0.46624847886789683,-1.0,0.12434210489330866,1078.8718281641684,7601.333250238337,-13430.204895252875,65465.00429242019,0.15575573680395097,1.1451428858655717,0.0,13.450472664724522,0.6798037425840805,0.46628436088925923,0.0,1.0847457624565098,-1.1906820045517176e-08,1.3705000477539941e-06,-2.6260355878668287e-05,2.398254069678902e-05,21391040.552823722,1178359599.2095969,0.0,65120000000.0,0.12921661832316275,1.0249887205695305,0.0,12.476009136999997,28,50,1005,2,0
cell_1_114,0,4.847877778535565,6.599366734498224,0.0,28.90732567126773,-24.408856703926514,531.7474838942777,-14822.728620248055,21762.663764978166,7.271046105787884,9.897640381297723,0.0,43.35142287961552,4.992298652275555,6.6089347889239045,0.0,27.946199817273186,0.00874186574615422,0.12682607437056273,-0.4679193401769205,1.249631809830904,24414.50874656013,26440.68931913044,-14678.954546865854,65526.350364613194,4.494693132776653,6.070611728777396,0.0,29.39928217613312,1.005079376729481,0.06385489728052644,0.6365899189058526,1.6749408973552358,-8.36618391877159e-07,2.3615031213489475e-05,-0.00016183149525993178,0.00022250241016459583,181771225.5159018,3434103117.232337,0.0,65519000000.0,3.348634432372202,6.163678055915626,0.0,29.568848745115645,28,50,1005,2,0
cell_1_115,0,5.788335908992351,6.4419471186641895,0.0,24.8557874668479,-57.603571955925396,2326.6623023246816,-163720.16372016372,36326.10303864377,8.681642649501397,9.66173948264086,0.0,37.27660784015306,5.647605056406454,6.363699381393873,0.0,24.145280227085074,-0.002669197944174819,0.09966354873407592,-0.37832817350292514,0.8425430767423985,28152.148805806635,27048.47996630451,-14926.794387541126,65514.60488008833,4.974010464924508,6.506470459183985,0.0,23.969275777626454,0.9987526009974209,0.056375671896249174,0.6962167000903925,1.5677655673553728,2.0183548054059882e-07,2.0550640736526222e-05,-0.00012561105825366966,0.00019224780412363995,278066089.6247437,4251121457.080115,0.0,65530000000.0,4.079483683979965,6.404448770783895,0.0,23.078901013357203,28,50,1005,2,0
cell_1_116,2,3.295145443459816,6.230096691410408,0.0,27.255513929564913,-9.871323596360643,1212.3892438646317,-46798.58479959566,65508.97379641048,4.942147444535704,9.343830489231168,0.0,40.874765949292794,4.506382791502227,6.659944934136806,0.0,26.930069918992157,0.03601901827317977,0.14756993322051215,-0.5657666585172736,1.924394564132076,12933.562644041744,25933.22071882004,-15230.570744756682,65497.84566554515,5.544610963467121,6.398337986090539,0.0,26.82480555594564,1.0208878839142868,0.09773636597938307,0.5688604507712186,2.085397095608285,5.537663410015773e-06,3.146042118974349e-05,-0.00021023437634191505,0.0002514544282092597,9027973052.232143,22442394814.706226,0.0,65535000000.0,4.574860952754473,6.66707469014275,0.0,27.669763501828648,28,50,1005,2,0
cell_1_117,0,5.599164437541363,7.202865523428764,0.0,30.680711596123263,-25.505103893516768,3221.849592999806,-163510.16351016352,109084.92727671516,8.397790722566059,10.802728928170646,0.0,46.01029719353602,5.6860163508214745,7.286104465373257,0.0,29.434157290141954,0.013287942659780401,0.12309435603499537,-0.5672458173850561,1.265533026641247,23663.167655241898,26961.30275028764,-15526.193448459,65500.400632261895,5.693409290337826,6.9306829961657845,0.0,29.416704073005523,1.0008891077360893,0.05943705194671484,0.6014298478099063,1.466142419630344,3.6186225840009773e-07,2.678274300072582e-05,-0.00019247927176761857,0.0002105632564806145,117332645.10863304,2761536020.8328447,0.0,65527000000.0,4.303011652922475,7.239696068507133,0.0,30.264665113041726,28,50,1005,2,0
cell_1_118,2,4.856502616941559,6.677791273338508,0.0,25.381247568624083,25.53627440343728,2659.9633067068858,-29765.459957356357,163302.33669766333,7.2839697992456625,10.015399479464557,0.0,38.064497370496035,5.010129119569465,6.764664564013177,0.0,25.128165761654582,0.0578904945163929,0.18666176216502103,-0.38497453336800735,1.8615582733864913,20771.493660815784,26601.988207348808,-15571.854844107671,65499.42178950667,6.204668364405348,6.567252639725622,0.0,25.042032852486805,1.0201199891581936,0.08454615960939169,0.7283085009954827,1.8299212591220784,3.938295787327543e-06,2.7269332122052973e-05,-0.00015158789410290024,0.00017284072925387048,193015748.9061446,3542956056.234217,0.0,65522000000.0,3.4152870121525405,6.2837635525817195,0.0,26.019062737879644,28,50,1005,2,0
cell_1_119,0,2.788385973179251,5.088580098596499,0.0,27.135874056695993,-28.02995331964331,2256.6114045475215,-163495.1634951635,54530.81515639494,4.182191826403571,7.631912712019931,0.0,40.695382049825895,4.314181786456602,5.607030149061504,0.0,27.15920396883947,0.003017575833580752,0.11307052223627381,-0.5726468731608823,0.8916507323481038,14962.402113196986,27701.63096160877,-15008.949743294435,65524.98071277581,3.947082244565557,5.912811343298978,0.0,27.34419380645606,0.9989149830225985,0.0870106749727882,0.5895713369835025,1.470531400255782,-2.0590273451750942e-07,2.8447118620419918e-05,-0.00030920605894112837,0.00016693557278476184,12636993023.184202,25721206499.297134,0.0,65535000000.0,4.261349072781291,5.647863785143743,0.0,26.522883747864366,28,50,1005,2,0
cell_1_12,0,7.544221877881821,8.539714311605309,0.0,26.202718901958132,-75.70495075879964,273.7184715232284,-2060.125812077054,11675.89202315057,11.314846197548098,12.80769940509936,0.0,39.29622225093095,7.663428051676281,8.536568068841,0.0,26.202718901958132,0.000768217678789201,0.01791231106865443,-0.10152838476990811,0.1291390722245369,23911.950751079537,28739.023602694942,-13474.66665942222,65500.307006087714,8.102800184000326,8.733254344703715,0.0,26.67671008685802,1.000102718182226,0.012837009303491418,0.9308801586619193,1.0921757764779336,9.297758795760199e-09,5.972535353692003e-06,-4.892157866038789e-05,4.317917130669492e-05,1152676469.2309637,8611689448.189987,0.0,65535000000.0,4.983468142060017,7.240672036886574,0.0,22.52492264608975,28,50,1005,2,0
