cell_id,label,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,EVI_mean,EVI_std,EVI_min,EVI_max,SAVI_mean,SAVI_std,SAVI_min,SAVI_max,GNDVI_mean,GNDVI_std,GNDVI_min,GNDVI_max,CIgreen_mean,CIgreen_std,CIgreen_min,CIgreen_max,MCARI_mean,MCARI_std,MCARI_min,MCARI_max,NDWI_mean,NDWI_std,NDWI_min,NDWI_max,MSI_mean,MSI_std,MSI_min,MSI_max,ARI_mean,ARI_std,ARI_min,ARI_max,SIPI_mean,SIPI_std,SIPI_min,SIPI_max,NDBI_mean,NDBI_std,NDBI_min,NDBI_max,temperature,humidity,pressure,windSpeed,precipitation
cell_1_52,0,5.907568842408724,6.810419441158753,0.0,23.392716878474577,-69.51529148379576,2124.2794594828856,-163670.1636701637,9090.277272762372,8.860420458404645,10.214356289098138,0.0,35.0828127663456,5.888393771673292,6.757987249787451,0.0,23.202621316612603,-0.0029598821061622353,0.09334587712715436,-0.36257035662228654,0.6240808816065806,24859.580334089187,26489.777984458065,-13866.069560650178,65499.14486566816,6.1611659587522976,7.091652574902086,0.0,23.295769632671252,0.9993801209294698,0.05212110448529116,0.725338491120566,1.4273339742890598,-6.11686967466513e-07,1.3792393176312496e-05,-0.00010621364107133086,0.0001230850683843257,375077953.1573903,4936695965.742698,0.0,65534000000.0,4.0600131790200065,6.477804078468837,0.0,23.230414738308966,28,50,1005,2,0
cell_1_53,2,5.674299647372342,6.543598944261365,0.0,22.881284908211843,53561454.37783047,2960938530.646516,-12595.385584260428,163737500000.0,8.510588645033152,9.814184921401528,0.0,34.315936451626484,5.718242235158758,6.5817217630811475,0.0,22.689750684664215,0.003634922150894158,0.10151803280042894,-0.3967280164627254,0.8144458275795623,26594.11494610931,26740.981415232272,-14707.653561312864,65491.12411121578,5.224040194137494,6.535944928956717,0.0,22.481303594346038,0.9963425255809987,0.0435396798191976,0.7320916904133073,1.3137724546964753,6.076404521827457e-07,1.6571000351038234e-05,-0.00015164624758606349,0.00012675524741746655,257338438.22079924,4087934190.183511,0.0,65530000000.0,4.332169342066343,6.639403963092879,0.0,22.117111028647617,28,50,1005,2,0
cell_1_54,0,5.812135256056968,7.06682984232634,0.0,22.146720749781366,-27.92667625342074,1026.7054539310523,-4546.875126302087,65485.973805610476,8.717242866444234,10.59888539641921,0.0,33.21446677937655,5.72953249886352,7.065502567160315,0.0,22.64409121539596,0.00941036736970526,0.09132891269034181,-0.5375959080466506,1.3078089452965092,24304.935866574553,27392.89357935937,-14848.768755147685,65497.33151613949,6.346723386222185,7.124557373079158,0.0,23.0471333017773,1.0020178777371422,0.03964625009944081,0.6529209619749413,1.4274120823140612,1.0944653856869604e-06,1.3628790303327579e-05,-0.00011929762433937017,0.00013985281500629324,289663001.2448997,4338292421.670069,0.0,65530000000.0,4.393752287443087,7.009727439163517,0.0,22.471879278987696,28,50,1005,2,0
cell_1_55,0,5.477403358510437,7.320633920944472,0.0,22.292276276865508,-59.2434702507521,541.2884236865115,-27300.83788347298,11697.499164464347,8.215146979791514,10.979478734263386,0.0,33.43272664281928,5.621165196973313,7.401611818875018,0.0,22.13513512765705,-0.09194541475872654,0.30321258072008156,-1.0,0.42457775147799137,21497.17641178849,27173.71763273088,-13656.277770620398,65494.49565467743,5.5258822455079475,7.067168989015636,0.0,22.11951383453089,0.9035397506033057,0.29736118417768453,0.0,1.1769911500418684,1.0007925698181593e-07,1.0573037285498962e-05,-8.398111675378227e-05,0.00010998117310339901,503287126.2831604,5712905805.360225,0.0,65534000000.0,3.8959442596018765,6.988676742284652,0.0,22.543014445098756,28,50,1005,2,0
cell_1_56,2,1.745299492015265,3.113074810266811,0.0,19.017411486065754,-4.977343930415168,149.6461065855194,-7122.174222703227,3720.568097259816,2.617802389495886,4.6692258622569325,0.0,28.521978810816194,2.821180829162519,3.5783884432244184,0.0,18.9479467845726,-0.010567465773962727,0.11733644248357782,-0.6119577960709324,0.8852713170987321,14774.396653586326,27211.255922827113,-15359.934201504842,65487.163694321716,2.4210865000860595,3.5983598289866445,0.0,18.632072784011353,0.9994410685938191,0.08971629298398912,0.543988728781467,1.5242537309370325,-3.0639694962842093e-06,2.0972758153293782e-05,-0.0001761713444307911,0.00011585840933832679,12785859723.296635,25775827621.62135,0.0,65535000000.0,2.645786864837341,3.4539572244459427,0.0,19.221830980275286,28,50,1005,2,0
cell_1_57,2,6.522312153180727,7.587250335288493,0.0,23.844250355224073,26772573.847355217,2091152736.441516,-81787.54089377045,163765000000.0,9.78232031185008,11.379385797045929,0.0,35.75986900645448,6.399096225407004,7.560862731149574,0.0,23.88880786588086,0.01663740964053535,0.09253007479558803,-0.35381750480590846,1.0182724244110166,23657.115003008752,27398.236226613208,-14881.159528513614,65501.9143812958,7.066711611798838,7.291138930041352,0.0,23.64092384567271,1.0043406434927418,0.05369060879052714,0.7063125479779998,1.5511498804317407,1.4424519402238798e-06,1.725034014595611e-05,-0.0001074073025341232,0.0001391918342274181,257228185.4819513,4086338979.616868,0.0,65535000000.0,4.959345259541212,7.6231895499727536,0.0,24.103016915341055,28,50,1005,2,0
cell_1_58,0,5.379926230621848,8.052809558463373,0.0,25.808510628129035,-63.64691842697913,789.7260624635845,-40921.260230315056,13104.198951664084,8.068814285711786,12.077500378021318,0.0,38.705140815952284,7.440671435223347,8.007509047947636,0.0,25.536243170094995,0.007526954094778556,0.08133927011994774,-0.39065817425937943,0.6624434381617903,14456.336046983872,27963.78883015156,-15006.706101282578,65498.591630278555,7.965477388075058,8.517752277350636,0.0,26.157684620296333,1.0060708536194152,0.059974905041592,0.6821333331514311,1.4205100372107922,1.7689751216830279e-06,2.2842547305325097e-05,-0.00014012222264479275,0.00015817725034050322,11245687805.130661,24664858727.5795,0.0,65535000000.0,7.339292910051759,8.078965611254466,0.0,26.47453515502242,28,50,1005,2,0
cell_1_59,0,5.926756372645388,8.546761104326574,0.0,23.727009404877986,-151.61386790745323,3590.319299664479,-163740.16374016376,54599.98180000606,8.888894923191609,12.818275464919664,0.0,35.584072385308936,7.987375900252569,8.491670137906631,0.0,23.65559565933011,0.004286072770853236,0.08521145487225028,-0.42160087735153484,1.1699346395098345,15192.748282738214,28221.776058341926,-15792.309775456384,65495.681194119854,7.788316218861397,8.272283170888292,0.0,23.663055246058846,1.003894702097385,0.05940852281056072,0.6848319707800109,1.6060171914018564,1.4751166180913144e-07,2.1126337762710274e-05,-0.00015171592398549106,0.00011823329691548263,10689236366.27953,24175826669.343235,0.0,65535000000.0,7.895245860822321,8.479154403617358,0.0,23.11079745126648,28,50,1005,2,0
cell_1_6,2,5.649004557361973,7.435393528826129,0.0,27.134161479447553,2416.3010253545945,190980.89777051943,-5649.310539631399,15000000.0,8.472506167491428,11.151390988948485,0.0,40.69281720526069,5.795283684864965,7.426782134653282,0.0,26.995879675733054,-0.0017048156841478093,0.11363364153969864,-0.5146529564229684,0.9574879217596677,24497.973851041774,26671.51614142861,-14267.58046178341,65485.131899472,5.419362277160156,7.261443643422328,0.0,26.834561823573072,1.0032101048568127,0.05355447641796386,0.7184942713917781,1.6502732233995812,-2.221826925097801e-06,2.0894422606643114e-05,-0.00018429938027461076,0.00013095139625667794,402740121.63243157,5109637411.448375,0.0,65535000000.0,3.5853868861685827,6.79771713956165,0.0,27.336393978574126,28,50,1005,2,0
cell_1_60,0,3.8639373099074716,7.564210941864611,0.0,25.877470345502978,-51.86750737952921,1070.47971263383,-65322.02612881045,23403.92522801068,5.795079206399131,11.344565067028137,0.0,38.808535847141464,5.090278886536945,7.86508522527488,0.0,25.38727201187921,-0.07924616504359096,0.2864233654409201,-1.0,0.6013114748848161,10568.892280464577,24422.173508632746,-13779.23727979465,65516.02913620615,5.821464030312426,7.814321101811231,0.0,25.591637348342463,0.9166723426427864,0.28177384896540036,0.0,1.305297397162966,1.1984799078969483e-06,1.517648135348253e-05,-0.00016710272144722762,0.00017587021534955683,6721320706.446708,19851180830.90038,0.0,65535000000.0,5.188829274557427,7.85678405976626,0.0,25.441336431452473,28,50,1005,2,0
cell_1_61,0,7.425061820035408,8.332222247061445,0.0,27.535519114108652,-68.21581189415024,6113.75765530558,-325815.65163130325,327549.34490131016,11.136165184782518,12.496489429515167,0.0,41.294599688466235,7.415819790462449,8.303875328096861,0.0,27.16583746800753,0.006141307790116434,0.09320416536490632,-0.3594802696440135,1.7045235790642335,25145.27083259409,27839.02319377243,-14068.046047322172,65492.41596904789,7.438160532437446,8.309214899697716,0.0,27.777448059441525,1.0028885372195504,0.044836330382330876,0.8042588040392414,1.7589958151636003,4.4756756902342046e-07,1.6385842834240483e-05,-8.359227352896674e-05,0.00022959632202803346,479584907.16719466,5580333818.825133,0.0,65535000000.0,5.120026633972896,8.203582527199,0.0,27.525430841729538,28,50,1005,2,0
cell_1_62,2,3.49908140642237,4.982500621460216,0.0,23.336421944641334,54.64934224833924,4674.842240991942,-16370.501637050162,327299.3454013092,5.248196136530264,7.472894259782271,0.0,34.99839656689885,3.4399813633595886,4.920528595142821,0.0,22.80215951835522,5263089.435398764,412708103.35908824,-1.0,32367999999.0,136284567539.55324,10686828711639.82,-14417.178189989325,838149939200000.0,3.9743198134253506,5.307578013439274,0.0,23.913868604410997,1.0002293728474647,0.048563218547103326,0.0,1.528049866089036,1.4389031873263296e-07,1.2366696849068036e-05,-0.0001103314705638931,9.96676502534314e-05,389662667.7586087,5001440219.096527,0.0,65533000000.0,2.408704173497264,4.65051707619269,0.0,23.06617387431673,28,50,1005,2,0
cell_1_63,2,4.652771414845626,6.583478822131139,0.0,24.670809783551483,-45.41696535678988,1282.2060595763944,-32759.50655190131,81869.95906502046,6.978412113797532,9.873921439648937,0.0,36.99924683223527,4.567727029026661,6.542983368503225,0.0,24.520958074655333,52181936.29946762,1293839838.9485745,-1.0,32751999999.0,950628262494.3591,28182193651950.457,-13980.777810496698,858154803200000.0,4.948828197142859,6.799073816538992,0.0,24.377976181407004,26440546.786202606,927403491.1339228,0.0,32752000000.0,-324.88628950357344,40302.92666533013,-999999.9999694675,999999.9999693928,537773984.75739,5693726726.401161,0.0,65535000000.0,3.2168947714578255,6.267374126211901,0.0,24.31725416537393,28,50,1005,2,0
cell_1_64,2,3.342263721160874,6.046526941932833,0.0,25.390849156498316,26564304.66384687,2084072650.2218654,-40943.76023594006,163530000000.0,5.0128476997096545,9.06857316800085,0.0,38.07889124323361,4.775311556355714,6.388349486352261,0.0,23.780399265415465,0.013555314996393196,0.11317193907758478,-0.5370370371122422,1.7720090277810332,14269.222545691433,26996.88766488194,-17124.8016629442,65498.18405953277,5.010314025873516,6.177959357316093,0.0,23.399999991642858,1.0058187392564895,0.08810991723021713,0.6353499405372834,1.7657378736414506,9.701558251791614e-07,2.4954380505586846e-05,-0.0002210427361932739,0.000208983617114308,10054055040.751905,23527939075.557735,0.0,65535000000.0,4.960040765041119,6.359944197508788,0.0,25.03671127149648,28,50,1005,2,0
cell_1_65,2,4.237119721703068,6.960504474753516,0.0,23.609949522851498,77437.47448028618,6082433.089211153,-46739.29906837116,477500000.0,6.35491848139585,10.439337670493488,0.0,35.40854206689186,5.610538145210608,7.0867906800785505,0.0,23.71687182341895,0.01254410732118987,0.08549260814848157,-0.3345626977516958,1.1405492725887418,15158.485807348283,27550.640964835824,-14540.062231407315,65500.22681933632,5.559546067312237,6.545018821128195,0.0,23.754169679567017,1.0052303582636106,0.05567393732904406,0.7853513969548367,1.542355371502491,1.0770345842610682e-06,1.6553144550819084e-05,-9.08705830399393e-05,0.0001395886006932264,9861581786.862694,23343827034.74476,0.0,65535000000.0,5.898116806799558,7.19134843451937,0.0,23.52926390537549,28,50,1005,2,0
cell_1_66,0,3.506670022245815,6.494219532878461,0.0,24.615326812691464,-19.155001098077737,2233.4980013727663,-54595.0181983394,163499.8365001635,5.2593805536661495,9.739979881150635,0.0,36.91605632416299,4.575191501412842,6.534508848788909,0.0,24.50991394518896,0.012937460318947868,0.0710172929206777,-0.5962732919881564,1.267071319322052,13196.146237576777,26699.375448861727,-17218.707067305026,65514.665997932636,6.403816781015657,7.07637158520805,0.0,24.946686966890066,1.0101597571239322,0.05039737763481663,0.6759499134982836,1.6597444082828499,2.1276117557276053e-06,1.3799586644464138e-05,-0.00014968283143936014,0.00013486389312295297,9075128267.248323,22575724394.169205,0.0,65535000000.0,4.948267262159835,6.857675532666668,0.0,24.271312074028426,28,50,1005,2,0
cell_1_67,0,8.06263818307134,8.887138150276813,0.0,26.505663419698358,-163.20312858839537,4495.896736599159,-327655.6553113106,27304.578782570203,12.092307553751116,13.328558001061925,0.0,39.75045498897858,7.907594333777448,8.843847110425454,0.0,26.416935473218977,-0.000296207721225111,0.05751190261063565,-0.47434971117256153,0.6007802330294016,26608.922636813346,28098.63815237875,-14518.43634140741,65517.47914652273,7.598602262009945,8.955070616242145,0.0,26.476151969896463,1.0000895152053408,0.036778547717806684,0.7384615382944657,1.5229427373822744,1.663125729622166e-07,1.5711241881303807e-05,-0.000171023970329851,0.0001993384307056477,562723918.8068743,6041517567.034841,0.0,65535000000.0,5.6455616161234765,8.971271421012247,0.0,26.459612267181093,28,50,1005,2,0
cell_1_68,0,5.9711508513125935,9.076115248057912,0.0,29.191622090378065,-37.95956971572299,2282.021170428995,-54537.51817917273,163424.83657516344,8.95537413917272,13.611923849768765,0.0,43.77767875082305,7.714040709700749,8.826870991916216,0.0,28.81954224083647,0.0033004584280880334,0.05489912812617231,-0.2681159421763052,0.6495388658435184,15294.346162644242,28549.2196349904,-14724.150449181534,65515.22242057268,7.595659568307293,8.781551513775904,0.0,28.940812708065014,1.000618703562967,0.03722277212020328,0.8084660518004052,1.4279042611126957,8.636522194921612e-07,1.493488610541833e-05,-7.211705140186574e-05,0.00011124652213541581,11349680280.592974,24773575230.96956,0.0,65535000000.0,7.901585569709306,8.827957104935217,0.0,28.738481777648758,28,50,1005,2,0
cell_1_69,2,5.331065588607739,8.532907462042465,0.0,29.087072399339373,4011.095185436927,318150.8519440094,-32763.006552601313,25000000.0,7.995438331820714,12.797319028185022,0.0,43.62091936770113,7.585420848486169,8.526268125554404,0.0,28.874834716229692,0.002733761711524925,0.06485564855394654,-0.34682668849739084,0.7276029045232426,13656.755375427945,27919.259890278565,-14220.969637539909,65501.86054344496,7.507895966763589,8.521237851445402,0.0,28.956694640319625,0.9997722367759823,0.038481285719291325,0.7335431416906523,1.4367396584934673,-2.4106123608182936e-07,1.991916365950719e-05,-0.00020336931800350928,0.00018808919486557605,11622686533.165962,25001659759.92973,0.0,65535000000.0,7.8429733709190526,8.564009832970916,0.0,29.790168397910712,28,50,1005,2,0
cell_1_7,0,6.43365015689629,6.986219561857298,0.0,25.847337267910323,-41.505107748073634,655.4821854209808,-8598.684663088667,40848.73978781505,9.649441035567936,10.477865688768782,0.0,38.763360268679406,6.467643642808134,7.008275694683483,0.0,25.847337267910323,-0.013152621100532627,0.07890852185773933,-0.46260554901610207,1.1500493572803308,28996.89928923726,26857.526895478848,-14172.159134778109,65499.632186913645,4.879143822181204,6.848050919504789,0.0,25.202385523200313,0.9953579572743673,0.0516079329377445,0.5303030301812894,1.8204833131067413,-1.4852546998495195e-06,1.577659996806134e-05,-0.00015511297718511668,0.00020782337836787354,392433188.27352357,5049034044.866275,0.0,65535000000.0,4.5376157183030426,7.020755072959081,0.0,25.787091686034202,28,50,1005,2,0
cell_1_70,0,3.991526712550698,4.967161572265246,0.0,23.146289744471275,-43.39784287923548,419.5245112688198,-16368.501636850162,14886.362283057975,5.9868235401975785,7.450080994335523,0.0,34.71330152456694,3.928507890305625,4.9353631010810375,0.0,22.612301305247996,0.011113825538226608,0.06947651482561978,-0.3300283287700595,0.4823386105466878,21428.16163581663,26800.805397551812,-14156.171421081392,65492.04512601952,5.426043962888633,5.077559116423479,0.0,24.166051651599243,1.0033479687888418,0.040127904185813,0.8085284279246386,1.4075917850606148,7.356381143958628e-07,1.3464269339319855e-05,-0.00011279769476696324,0.00014518270807851595,265209288.18748462,4148643732.3656096,0.0,65526000000.0,2.9688890856672714,4.7284573326431625,0.0,22.801670138204013,28,50,1005,2,0
cell_1_71,0,0.45162894037696766,2.2230940114152444,0.0,19.777039268949537,-3.3994336062363906,100.35862132652123,-2873.859699541398,4954.242274113871,0.6773843536303665,3.3343282609727956,0.0,29.661078377990915,0.5774590008039931,2.4713481500918615,0.0,19.373483273343155,-0.2895231552938611,0.45558665120760955,-1.0,0.29435897369520037,2004.6657318574355,10915.337778604031,-13613.173989668656,65487.57752487838,0.7871257420092825,2.9239701224919608,0.0,20.129310338630138,0.7095139014986694,0.45467976063987536,0.0,1.169538631923547,3.790108687108088e-07,5.058770904420285e-06,-4.735727811796208e-05,7.690072198905348e-05,913910375.1459377,7666286522.303897,0.0,65534000000.0,0.614961655202091,2.523989174994522,0.0,19.360520088841454,28,50,1005,2,0
cell_1_72,0,4.697047320557083,7.385118293018981,0.0,21.044972688389024,-56.435544746025755,776.2285419507698,-54585.85152861718,11649.284882193937,7.044693298271296,11.076200149271525,0.0,31.562389583567565,6.800590670282459,7.452668675252155,0.0,20.614488182483626,0.005324030128648566,0.06918756029355792,-0.537651821955941,0.8805704091441309,13701.181646468158,27870.11100420657,-14082.88807816914,65497.01689306037,6.745398675093728,7.382463043956827,0.0,20.57008170315208,1.004974602979661,0.049992679604970995,0.7003816791665453,1.5424567182430104,3.6363672658069516e-07,1.7022050922627355e-05,-0.0001738055312352246,0.00013554963687257274,11624717860.198202,24993960556.143875,0.0,65535000000.0,6.5738204073466555,7.373010083023422,0.0,21.022457484432962,28,50,1005,2,0
cell_1_73,0,3.7493669389636057,5.735916276352386,0.0,20.75047497759643,-26.038741860353547,796.3119449987364,-9100.556061142004,54563.31514556162,5.623512201756974,8.602935228776293,0.0,31.12078517298693,5.594493696224524,5.819779314403511,0.0,20.714827688676944,0.0006837264450697321,0.046653679462234005,-0.26207809409959004,0.3902161539304798,14710.719118142604,28149.533909154405,-13552.658748464573,65492.30089215564,4.928407617025531,5.8372519735015205,0.0,20.784332375266626,0.9977425778912147,0.03157293029123523,0.7868171020209594,1.212150433651844,-8.709017395457331e-08,9.952361574648695e-06,-5.947915951136904e-05,0.00012079953992144712,12730558300.43817,25892165416.45025,0.0,65535000000.0,5.695245454668304,5.899834985991983,0.0,20.74540847981463,28,50,1005,2,0
cell_1_74,0,7.5026316782141835,6.397638066603231,0.0,21.043673724777243,-63.90445927155243,165.12358422587948,-4090.7501022687525,3721.1362790650846,11.252833632048233,9.595326965862881,0.0,31.56044307864491,7.631612210702524,6.353730709454848,0.0,21.00833599839425,-0.010770421352013613,0.04301450269646435,-0.4017367460233692,0.4147909963296492,32100.064203210986,26637.54986209054,-14051.509267645832,65497.19344791816,4.319766468664025,6.332313509973277,0.0,20.761648170915485,0.9958220358594956,0.02255517755004161,0.814214463671194,1.1578947365311776,-1.6540652648497745e-06,8.52808309941787e-06,-8.445945939525887e-05,7.37172897081617e-05,528331535.21338695,5854764610.526705,0.0,65532000000.0,5.259751851463265,6.892492811512438,0.0,20.80628770377698,28,50,1005,2,0
cell_1_75,0,5.081650250998086,5.164528284885086,0.0,17.93559878927498,-31.70075750591681,1533.7744999509487,-81912.54095627047,54609.981796672735,7.621873238865557,7.746103595053778,0.0,26.89971228198391,5.11984698848633,5.163736397646191,0.0,17.912472642802935,-0.0022489020187668415,0.05135227233134883,-0.21715452715549532,0.276343335214116,27138.136498963428,27107.17798776564,-13725.604898683676,65489.43375860758,4.310084914598026,5.025919172621231,0.0,17.00624186813882,0.9995584393998747,0.026400949896267435,0.8380992427089574,1.1780219776983456,-2.284876044438297e-07,8.884109379863844e-06,-5.051011384074003e-05,4.771353379724524e-05,517598305.9801543,5792046132.990286,0.0,65530000000.0,3.2478762706498987,4.951218146084191,0.0,17.29250263535045,28,50,1005,2,0
cell_1_76,2,5.603303769707523,5.214335032168076,0.0,18.44563379762095,26425641.823366113,2078219472.7486646,-40931.26023281506,163705000000.0,8.40428396044466,7.820743105643158,0.0,27.664554280336695,5.70377109208817,5.206441231325816,0.0,18.324006710038052,-0.006401870825450497,0.05066103971012002,-0.32894736852616746,0.3292547271053241,30608.19929416909,26634.81552294866,-13629.885121164529,65491.765038981925,3.545357887694241,4.910275881025109,0.0,19.044211745478705,0.9990735527984606,0.027851413047259466,0.6900355870658299,1.2264509987567909,-1.1082092075618173e-06,8.146260328368903e-06,-5.923464130716023e-05,6.186204757924316e-05,590925587.4775592,6186932077.51608,0.0,65534000000.0,3.6459525963263286,5.1698348927188285,0.0,17.955878317907406,28,50,1005,2,0
cell_1_77,0,4.143698549062016,6.683762128573965,0.0,22.52286008163532,-33.27147642813713,394.8976445097787,-16379.251637925163,20436.872445390945,6.2148388859079455,10.024332533703044,0.0,33.778484264039015,6.129086538339072,7.031030391578411,0.0,22.54714383257153,-6.025081018533662e-05,0.08111328811187946,-0.5855675984618415,0.6685236764929146,14551.469000603609,27483.047153293766,-13746.766211551025,65501.79578830756,5.680711419998897,6.891921335665789,0.0,22.499999992273352,0.9971510766050111,0.050651829267452084,0.570970328674625,1.2732919249715482,-7.001076959617279e-07,1.6362067551120276e-05,-0.00014007682994411928,8.29184121481913e-05,11322634661.79195,24698596048.366123,0.0,65535000000.0,6.460326058469725,7.163323339535653,0.0,22.663092347747114,28,50,1005,2,0
cell_1_78,0,4.699481678588585,7.388541556399453,0.0,23.847161563374396,-32.55680794208542,830.038124675972,-12599.03943069534,54553.315148894944,7.048343886572172,11.081248550862515,0.0,35.7642350242808,7.083293273664471,7.5453541743525925,0.0,23.794480746625098,0.0024715564364937138,0.0955223104049746,-0.36935638823982797,1.1560975599238548,14595.498124266393,28202.26047080733,-13994.377281234621,65496.74612749908,5.58526093307319,7.224286788171954,0.0,23.799128215111107,0.9973217051632974,0.05352041978503979,0.7746403833844858,1.5341081350343335,-3.990801661544091e-07,2.0451693933491383e-05,-8.11388823823076e-05,0.00017672512579999122,12825462141.60987,25932700426.962646,0.0,65535000000.0,7.085550514816847,7.549904369681932,0.0,23.941907188914175,28,50,1005,2,0
cell_1_79,2,4.315962823555815,6.870181838771184,0.0,23.768226324349573,26277291.255086076,2072579557.8876016,-18120.002013333557,163497500000.0,6.473189355923941,10.3039248045193,0.0,35.64587487374583,6.060121434541605,6.9596987196790225,0.0,24.093382344083317,0.0039205193347226705,0.06501949161748759,-0.2736644800202286,0.3249651315725486,14211.522952333537,27258.903041505888,-13988.619864709603,65490.65747061079,6.530812488959304,7.162221971936943,0.0,23.582223813032666,1.0011692195333295,0.04689138764007742,0.8188711034501114,1.2684365774227513,9.620825800140146e-07,1.7134486921270315e-05,-0.00011449345818762935,0.00011199457660103788,10493283589.884216,23979251934.636528,0.0,65535000000.0,6.028840491886605,7.040393924274832,0.0,23.64741969554406,28,50,1005,2,0
cell_1_8,0,5.358321414954746,7.266731401353217,0.0,30.338888874843107,-48.17401421582488,2181.08289475906,-163757.66375766377,32762.49344750131,8.036546861052798,10.89849861729384,0.0,45.49780141379412,5.359232083923206,7.2715105721572835,0.0,30.18286502524972,0.021949400859016577,0.10814083701232269,-0.36042402845688337,1.4400377703304827,22894.884223690966,26906.586971926572,-15447.49826818121,65495.700939601455,6.081003199694458,7.196882299956409,0.0,30.276340096914815,1.0085391100050323,0.052739029717720355,0.7790091262128392,1.4927536228020823,1.3109317230720806e-06,1.7521493683702385e-05,-0.0001420376797527303,0.00019029460251606604,446058189.7362777,5375116353.564813,0.0,65532000000.0,3.717714504855302,6.850191508580677,0.0,30.410672839716625,28,50,1005,2,0
cell_1_80,2,6.793150701524383,7.4320963764548305,0.0,22.29611980180527,41715.87116261391,3295896.502049106,-13637.917803159817,260000000.0,10.188563850303952,11.146713519784727,0.0,33.43848901363332,6.762822444705155,7.39972293790554,0.0,22.07619689073628,0.0031945451028720317,0.05895768675469614,-0.31656804748170586,0.6278145689974124,25126.459348206597,27436.27589068803,-15181.571040389728,65496.5647907739,6.731771667078524,7.267321016010953,0.0,21.974840650125852,1.0001196978371902,0.03299854147754216,0.7521029191607861,1.2404467956377287,-1.8325618333770804e-08,1.2541360163611345e-05,-0.00010575735331150326,9.48309317305148e-05,453023561.0438464,5423693911.392753,0.0,65534000000.0,4.80152887214378,7.354879400453182,0.0,22.133491036791657,28,50,1005,2,0
cell_1_81,0,0.10367127593960773,1.353305592986014,0.0,22.282556945840682,-1.013811518694699,33.897290416268994,-1020.4205671054241,1560.0952232371883,0.15548581225810088,2.029662990803153,0.0,33.418153991698745,0.0891599945735715,1.1777812018576477,0.0,22.098819554098206,-0.32470560798425707,0.468604035877845,-1.0,0.09683544234377495,341.4613051768473,4660.477700228891,-13200.138200098683,65492.767172991385,0.29668931402793997,2.2485919061920905,0.0,22.328109021353285,0.6751746230884422,0.4685132541465432,0.0,1.1839080452210038,1.2938907328175097e-07,1.8789903389527946e-06,-2.7958913287870778e-05,3.0783820678734924e-05,105606620.858952,2621167841.3909187,0.0,65478000000.0,0.16123582515944013,1.5735252576329992,0.0,21.996978844579733,28,50,1005,2,0
cell_1_82,2,4.475966272831866,6.976627385495111,0.0,23.933528113976067,268376.40525927173,21026965.895227473,-65333.02613321046,1647500000.0,6.713160573922846,10.463586617245234,0.0,35.893737434400684,6.495364558921257,7.176374713171169,0.0,25.09881270582198,0.009906810314128527,0.12440168726547286,-0.5185995624510212,1.0993897113777726,13460.36207845308,27016.258575369324,-15421.43661066817,65494.09900626843,6.319540876570836,7.05654148779131,0.0,25.022909497891217,1.0040066042310332,0.0821609845233362,0.657399486600214,1.64623739268959,-1.225680199837392e-06,2.9367335784884302e-05,-0.00017957810495041132,0.00015341082697699332,11011392321.995838,24412886015.147324,0.0,65535000000.0,6.213959211889461,7.17950481738496,0.0,24.907259587644525,28,50,1005,2,0
cell_1_83,2,1.968135839162927,4.595641715632132,0.0,18.53041017863355,26641403.88497408,2087061926.0275636,-10220.31313876957,163525000000.0,2.9519166256463274,6.892746977981575,0.0,27.79168433664498,2.09463097146906,4.676826457550931,0.0,19.274278981967548,-0.22499330770435935,0.42087627606193717,-1.0,0.5355392152158276,8038.467882276006,19349.185827185625,-16187.334392805631,65457.3432109186,1.647462789181639,3.977267670344108,0.0,16.88502190851121,0.7780806058318995,0.41881471335488146,0.0,1.6671779134711742,-1.6677000600185815e-06,1.659562619214375e-05,-0.00016454850435086368,0.00010341069374811729,95898044.25666554,2497061268.4592204,0.0,65513000000.0,1.2532281074906588,3.7978611250620684,0.0,19.476218781368544,28,50,1005,2,0
cell_1_84,0,4.7204386713767565,6.436005585872028,0.0,19.61179287051428,-28.52191746233292,920.0244920423337,-23383.57476908211,54434.981855006044,7.079927732324089,9.652949192444307,0.0,29.41328743695547,6.888167061883981,6.425606500551551,0.0,19.638489202746257,-0.0071648365564309984,0.0715666651240637,-0.42295630369580683,0.6124513612402913,16172.050851346305,28806.610826997017,-13885.09441745008,65511.51992401903,5.516911782330121,6.6392283854684875,0.0,19.33786177810459,0.9937355389764327,0.049985167731057864,0.7373271887702011,1.3306010921690703,-1.508200942968885e-06,1.7757706971156638e-05,-0.000105408068854701,0.00014187701837831346,13123909049.636883,26173268912.821423,0.0,65535000000.0,7.056328049288873,6.519481996005086,0.0,19.88949604739238,28,50,1005,2,0
